BOROUGH,NEIGHBORHOOD,BUILDING_CATEGORY,ADDRESS,ZIP_CODE,LAND_SQR_FT,GROSS_SQR_FT,YEAR_BUILT,PRICE,long,lat
STATEN ISLAND,CLOVE LAKES              ,ONE FAMILY HOME,804 DAVIS AVENUE                         ,10310,4500,1350,1960,555000,-74.10713195800781,40.62287902832031
BRONX,PELHAM PARKWAY SOUTH     ,ONE FAMILY HOME,1516 MC DONALD STREET                    ,10461,2156,1660,1956,375000,-73.84326171875,40.85525131225586
STATEN ISLAND,GREAT KILLS,ONE FAMILY HOME,422 COLON AVENUE,10308,2121,1092,1975,351000,-74.15849304199219,40.55990982055664
QUEENS,FRESH MEADOWS            ,ONE FAMILY HOME,67-29 185 STREET                         ,11365,2287,1998,2006,640000,-74.11316680908203,40.62331771850586
QUEENS,FLUSHING-NORTH           ,THREE FAMILY HOMES,14443 25 DRIVE                           ,11354,3200,3252,1960,685000,-73.82302856445312,40.77534103393555
STATEN ISLAND,ELTINGVILLE              ,ONE FAMILY HOME,175 HALES AVENUE                         ,10312,5249,2100,1955,425000,-74.15776062011719,40.53321075439453
STATEN ISLAND,MIDLAND BEACH            ,ONE FAMILY HOME,1143 MASON AVENUE                        ,10306,2260,2140,2009,410000,-74.0964126586914,40.57645034790039
BROOKLYN,CONEY ISLAND             ,ONE FAMILY HOME,2817 WEST 19TH STREET                    ,11224,2368,1280,1980,360000,-73.9859619140625,40.5782585144043
STATEN ISLAND,WILLOWBROOK              ,TWO FAMILY HOMES,650 COLLFIELD AVENUE                     ,10314,4692,2372,1970,672500,-74.14411163330078,40.607059478759766
BROOKLYN,BATH BEACH               ,TWO FAMILY HOMES,296 BAY 11TH STREET                      ,11228,1885,1729,1955,635000,-74.01445007324219,40.604698181152344
STATEN ISLAND,CASTLETON CORNERS        ,ONE FAMILY HOME,77 GOWER STREET                          ,10314,2890,1350,1999,428000,-74.12397766113281,40.61104965209961
QUEENS,HOWARD BEACH,ONE FAMILY HOME,159-24 97TH STREET,11414,4000,1762,1945,436020,-73.83619689941406,40.658931732177734
BRONX,CROTONA PARK             ,TWO FAMILY HOMES,1483 HOE AVE                             ,10460,2100,2520,1995,403000,-73.88951110839844,40.832969665527344
BROOKLYN,CROWN HEIGHTS            ,ONE FAMILY HOME,205 TROY AVENUE                          ,11213,2775,7480,2006,830000,-73.9361572265625,40.67238998413086
QUEENS,WHITESTONE               ,ONE FAMILY HOME,150-23 WATERSIDE COURT                   ,11357,8069,3180,2003,1165896,-73.81774139404297,40.7989387512207
STATEN ISLAND,GREAT KILLS,TWO FAMILY HOMES,44 HILLCREST STREET,10308,4500,2816,1986,859000,-74.14927673339844,40.54364013671875
STATEN ISLAND,NEW SPRINGVILLE,ONE FAMILY HOME,77 SHALE STREET,10314,2990,1617,2016,699000,-74.15126037597656,40.58330154418945
QUEENS,MASPETH                  ,THREE FAMILY HOMES,53-94 64TH STREET                        ,11378,1785,2698,1960,412500,-73.9014892578125,40.728858947753906
QUEENS,BAYSIDE                  ,THREE FAMILY HOMES,38-39 213TH   STREET                     ,11361,2200,3630,1980,938000,-73.7724609375,40.76531982421875
STATEN ISLAND,GRASMERE                 ,ONE FAMILY HOME,56 COLUMBUS AVENUE                       ,10304,2288,1264,1989,416000,-74.09073638916016,40.60081100463867
STATEN ISLAND,CONCORD                  ,ONE FAMILY HOME,23 DEIRDRE COURT                         ,10304,2440,1650,2003,330463,-74.0870590209961,40.61235046386719
BROOKLYN,OLD MILL BASIN           ,TWO FAMILY HOMES,2068 EAST 52ND STREET                    ,11234,2000,2520,1965,609000,-73.92243957519531,40.610530853271484
BROOKLYN,EAST NEW YORK            ,TWO FAMILY HOMES,662 LINWOOD STREET                       ,11208,1800,2920,2003,475000,-73.88147735595703,40.66899108886719
BRONX,MORRIS PARK/VAN NEST     ,ONE FAMILY HOME,1718 PAULDING AVENUE                     ,10462,1633,1496,1955,338000,-73.8546371459961,40.847679138183594
QUEENS,FLUSHING-SOUTH           ,ONE FAMILY HOME,163-04 72ND AVENUE                       ,11365,1800,1400,1950,490000,-73.80596160888672,40.7281608581543
QUEENS,FRESH MEADOWS            ,ONE FAMILY HOME,73-29 181ST STREET                       ,11366,4000,1643,1950,740000,-73.78839874267578,40.730289459228516
QUEENS,MASPETH,TWO FAMILY HOMES,60-72 MT OLIVET CRESCENT,11378,2378,1440,1955,710890,-73.89887237548828,40.7172966003418
BROOKLYN,OCEAN PARKWAY-SOUTH      ,THREE FAMILY HOMES,2517 WEST 3RD STREET                     ,11223,2200,3121,1965,655000,-73.97229766845703,40.587669372558594
QUEENS,FLUSHING-NORTH           ,TWO FAMILY HOMES,45-22 BOWNE STREET                       ,11355,2375,1700,2004,773870,-73.81804656982422,40.75318908691406
QUEENS,ASTORIA                  ,ONE FAMILY HOME,28-12 49TH STREET                        ,11103,1000,1320,1950,738850,-73.90692138671875,40.76184844970703
BROOKLYN,CANARSIE,TWO FAMILY HOMES,1541 EAST 91ST STREET,11236,2912,2904,1960,641493,-73.89685821533203,40.63349914550781
STATEN ISLAND,HUGUENOT,TWO FAMILY HOMES,296 DARLINGTON AVENUE,10312,4676,2380,2005,975000,-74.19519805908203,40.53594970703125
QUEENS,SPRINGFIELD GARDENS,ONE FAMILY HOME,130-14 158TH STREET,11434,4000,1464,1956,940000,-73.78083038330078,40.673919677734375
STATEN ISLAND,NEW SPRINGVILLE          ,ONE FAMILY HOME,61 LATOURETTE LANE                       ,10314,2834,1999,1997,375000,-74.14605712890625,40.589900970458984
QUEENS,HOLLIS                   ,TWO FAMILY HOMES,195-21 CARPENTER AVENUE                  ,11423,3609,1890,1950,435000,-73.76239776611328,40.712059020996094
QUEENS,FOREST HILLS             ,ONE FAMILY HOME,95-14 68TH AVENUE                        ,11375,1800,1584,1945,685000,-73.85388946533203,40.71786117553711
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,164 DEWEY AVENUE                         ,10308,2375,1038,1970,405000,-74.14856719970703,40.55501937866211
BROOKLYN,FLATLANDS                ,THREE FAMILY HOMES,1157 EAST 55 STREET                      ,11234,2650,3470,1950,560000,-73.90596771240234,40.635284423828125
STATEN ISLAND,ELTINGVILLE              ,TWO FAMILY HOMES,39 TYNAN STREET                          ,10312,4000,1553,1970,540000,-74.17862701416016,40.56240463256836
STATEN ISLAND,NEW SPRINGVILLE          ,TWO FAMILY HOMES,69 LEWISTON STREET                       ,10314,3675,2072,1982,450000,-74.14871215820312,40.58610153198242
QUEENS,BAYSIDE                  ,ONE FAMILY HOME,28-47 208 ST                             ,11360,4100,2935,1960,950000,-73.77223205566406,40.77656936645508
QUEENS,BELLEROSE                ,ONE FAMILY HOME,81-19 246TH STREET                       ,11426,4000,1550,1950,600000,-73.72264099121094,40.73971176147461
BROOKLYN,SHEEPSHEAD BAY           ,TWO FAMILY HOMES,2687 BATCHELDER STREET                   ,11235,1950,1400,1960,530000,-73.9363784790039,40.587890625
QUEENS,BAYSIDE                  ,ONE FAMILY HOME,212-05 47TH   AVENUE                     ,11361,2394,1056,1960,518000,-73.76952362060547,40.75667953491211
QUEENS,ROSEDALE,ONE FAMILY HOME,144-35 WELLER LANE,11422,3000,1440,1970,450000,-74.22915649414062,40.51850128173828
BRONX,COUNTRY CLUB             ,ONE FAMILY HOME,859 VINCENT AVENUE                       ,10465,1758,1317,1955,450000,-74.11316680908203,40.62331771850586
QUEENS,MIDDLE VILLAGE           ,TWO FAMILY HOMES,6035 69TH PLACE                          ,11378,2200,1892,1955,905000,-74.22915649414062,40.51850128173828
BROOKLYN,CANARSIE                 ,TWO FAMILY HOMES,1117 EAST 88TH   STREET                  ,11236,1917,2622,1960,520000,-73.90316009521484,40.63574981689453
QUEENS,SOUTH JAMAICA            ,TWO FAMILY HOMES,168-23 106TH   AVENUE                    ,11433,2900,4200,2001,385000,-73.78826904296875,40.70069122314453
STATEN ISLAND,GREAT KILLS,TWO FAMILY HOMES,203 COTTER AVENUE,10306,2100,1800,1985,532000,-74.14240264892578,40.56425857543945
BROOKLYN,EAST NEW YORK            ,THREE FAMILY HOMES,233 WYONA STREET                         ,11207,4017,3432,2006,476000,-73.89299011230469,40.673221588134766
QUEENS,ROSEDALE                 ,ONE FAMILY HOME,24320 132 ROAD                           ,11422,6000,1020,1950,330000,-73.7276840209961,40.67862319946289
QUEENS,FAR ROCKAWAY             ,TWO FAMILY HOMES,1416 GIPSON STREET                       ,11691,3664,2078,2005,400000,-73.75755310058594,40.60911560058594
QUEENS,FLORAL PARK              ,ONE FAMILY HOME,262-07 86TH AVENUE                       ,11001,4000,1200,1945,540000,-73.70484924316406,40.73413848876953
BRONX,MORRISANIA/LONGWOOD      ,THREE FAMILY HOMES,646 CONCORD AVE                          ,10455,1580,2796,2006,738067,-73.90709686279297,40.81565856933594
QUEENS,CAMBRIA HEIGHTS,ONE FAMILY HOME,118-51 226TH STREET,11411,4000,1038,1950,405235,-73.73612976074219,40.69049835205078
STATEN ISLAND,WOODROW                  ,ONE FAMILY HOME,745B RAMONA AVENUE                       ,10309,800,960,1987,310000,-74.20812225341797,40.53567123413086
STATEN ISLAND,WILLOWBROOK              ,ONE FAMILY HOME,41 OAKVILLE STREET                       ,10314,2500,2248,1985,380000,-74.13285064697266,40.59906005859375
STATEN ISLAND,NEW SPRINGVILLE          ,ONE FAMILY HOME,134 KELLY BOULEVARD                      ,10314,2600,1800,1970,375000,-74.15467071533203,40.58665084838867
BRONX,PELHAM PARKWAY NORTH,TWO FAMILY HOMES,2439 THROOP AVENUE,10469,2200,1732,1945,680000,-73.85128784179688,40.86219024658203
QUEENS,FAR ROCKAWAY             ,TWO FAMILY HOMES,195 BEACH 26 STREET                      ,11691,980,2430,2006,575800,-73.73902893066406,40.60588836669922
STATEN ISLAND,ROSSVILLE,ONE FAMILY HOME,137 LUCILLE AVENUE,10309,3600,1776,1985,570000,-74.21824645996094,40.548439025878906
QUEENS,LAURELTON                ,ONE FAMILY HOME,138-48 230TH PLACE                       ,11413,4000,1813,1945,455000,-73.74359130859375,40.66981887817383
STATEN ISLAND,CASTLETON CORNERS        ,ONE FAMILY HOME,212 KINGSLEY AVENUE                      ,10314,10490,4186,1992,797500,-74.1279296875,40.621891021728516
QUEENS,COLLEGE POINT            ,ONE FAMILY HOME,5-10 COLLEGE POINT BLVD                  ,11356,2000,1407,1955,462800,-73.8456802368164,40.792320251464844
STATEN ISLAND,NEW DORP-HEIGHTS,ONE FAMILY HOME,75 EAST BROADWAY,10306,2800,1900,1965,572000,-74.12879180908203,40.56925964355469
STATEN ISLAND,BULLS HEAD               ,ONE FAMILY HOME,30 MERRILL AVENUE                        ,10314,2236,1800,2003,410000,-74.16134643554688,40.60974884033203
QUEENS,QUEENS VILLAGE           ,ONE FAMILY HOME,227-02 112TH   ROAD                      ,11429,4000,1265,1960,455800,-73.73011016845703,40.70429992675781
BRONX,BAYCHESTER               ,TWO FAMILY HOMES,2808 BRUNER AVENUE                       ,10469,2661,2940,1965,470000,-73.83567810058594,40.86793899536133
BROOKLYN,CANARSIE                 ,ONE FAMILY HOME,264 EAST 86 STREET                       ,11236,1440,1188,1945,343000,-73.88436126708984,40.655555725097656
STATEN ISLAND,MARINERS HARBOR          ,ONE FAMILY HOME,15 EMERIC COURT                          ,10303,1680,1404,1990,320000,-74.14987182617188,40.63663101196289
BROOKLYN,CANARSIE                 ,TWO FAMILY HOMES,878 EAST 94TH STREET                     ,11236,2000,1673,1960,330000,-73.9094009399414,40.6475715637207
BRONX,THROGS NECK              ,TWO FAMILY HOMES,376 BALCOM AVENUE                        ,10465,2600,2535,1988,375000,-73.82369995117188,40.81808853149414
QUEENS,FLUSHING-NORTH           ,TWO FAMILY HOMES,5835 182 STREET                          ,11365,2800,2656,1956,555000,-74.22915649414062,40.51850128173828
STATEN ISLAND,CASTLETON CORNERS        ,ONE FAMILY HOME,28 RAVENHURST AVENUE                     ,10310,5050,1092,1960,495000,-74.12606811523438,40.62369918823242
QUEENS,HOWARD BEACH,ONE FAMILY HOME,164-39 89TH   STREET,11414,3500,2256,1965,680000,-73.84098815917969,40.6491813659668
QUEENS,HOLLIS                   ,TWO FAMILY HOMES,183-37 BABYLON AVENUE                    ,11412,4000,1250,1945,420000,-73.77288818359375,40.70425033569336
QUEENS,ASTORIA                  ,THREE FAMILY HOMES,45-09 25TH   AVENUE                      ,11103,1791,4600,2005,1099710,-73.90711975097656,40.76604080200195
STATEN ISLAND,PLEASANT PLAINS          ,ONE FAMILY HOME,71 SOUTH GOFF AVENUE                     ,10309,11880,3850,1995,1250000,-74.2114028930664,40.521881103515625
QUEENS,FLUSHING-SOUTH           ,TWO FAMILY HOMES,164-49 76TH AVENUE                       ,11366,2591,1775,2005,750000,-73.80301666259766,40.726131439208984
STATEN ISLAND,HUGUENOT,ONE FAMILY HOME,5411 HYLAN BOULEVARD,10312,5700,2900,2002,788000,-74.18675994873047,40.52399826049805
STATEN ISLAND,NEW DORP                 ,TWO FAMILY HOMES,94 MANILA AVENUE                         ,10306,4558,2150,1965,665000,-74.1089096069336,40.56039047241211
STATEN ISLAND,NEW SPRINGVILLE          ,ONE FAMILY HOME,154 MC VEIGH AVENUE                      ,10314,2272,1056,1975,435000,-74.15460968017578,40.58940124511719
STATEN ISLAND,GRANT CITY               ,ONE FAMILY HOME,14 JEFFERSON AVENUE                      ,10306,3880,960,1955,405000,-74.10494995117188,40.58549880981445
STATEN ISLAND,WEST NEW BRIGHTON        ,ONE FAMILY HOME,11 RAYMOND PLACE                         ,10310,2441,2136,2005,450000,-74.125732421875,40.630340576171875
BRONX,PELHAM PARKWAY NORTH     ,TWO FAMILY HOMES,1455 ASTOR AVENUE                        ,10469,7369,5228,2010,925000,-73.84420776367188,40.859771728515625
QUEENS,ROSEDALE                 ,TWO FAMILY HOMES,149-55 253RD STREET                      ,11422,4000,3720,1960,500000,-73.73650360107422,40.65132141113281
QUEENS,FAR ROCKAWAY             ,TWO FAMILY HOMES,25-35 OCEAN CREST BLVD                   ,11691,2293,1950,2006,600000,-74.22915649414062,40.51850128173828
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,42-29 157TH STREET                       ,11355,3963,3005,2010,660000,-73.80841827392578,40.76020050048828
STATEN ISLAND,HUGUENOT                 ,TWO FAMILY HOMES,473 DARLINGTON AVENUE                    ,10309,6000,4172,2006,903166,-74.20124816894531,40.534603118896484
QUEENS,FAR ROCKAWAY             ,TWO FAMILY HOMES,534 BEACH 25 STREET                      ,11691,4000,2340,1955,386000,-73.73959350585938,40.60581970214844
STATEN ISLAND,ELTINGVILLE              ,ONE FAMILY HOME,458 RETFORD AVENUE                       ,10312,2400,1410,1975,428000,-74.15448760986328,40.53266143798828
QUEENS,BAYSIDE                  ,TWO FAMILY HOMES,40-15 204TH STREET                       ,11361,4000,3000,2003,870603,-73.77767944335938,40.77035140991211
BROOKLYN,FORT GREENE              ,TWO FAMILY HOMES,345 MYRTLE AVENUE                        ,11205,2535,5272,1965,925000,-73.97244262695312,40.69335174560547
QUEENS,HOWARD BEACH             ,ONE FAMILY HOME,89-16 163 AVENUE                         ,11414,3600,1960,1965,667000,-73.83226013183594,40.65639114379883
BROOKLYN,SHEEPSHEAD BAY           ,THREE FAMILY HOMES,2468 EAST 29TH   STREET                  ,11235,2200,4576,2014,1221900,-73.94164276123047,40.592041015625
STATEN ISLAND,ROSEBANK                 ,ONE FAMILY HOME,113 ST JOHNS AVENUE                      ,10305,2400,1940,2013,456300,-74.0681381225586,40.61066818237305
BRONX,FIELDSTON                ,ONE FAMILY HOME,280 FIELDSTONE TERRACE                   ,10471,4613,2410,1950,1325000,-73.899169921875,40.89596939086914
QUEENS,SPRINGFIELD GARDENS      ,TWO FAMILY HOMES,138-15 175TH   STREET                    ,11434,4000,1964,1950,455000,-73.7654037475586,40.67210006713867
STATEN ISLAND,TOTTENVILLE              ,TWO FAMILY HOMES,327 BREHAUT AVENUE                       ,10307,3930,2890,2004,681718,-74.2382583618164,40.511478424072266
QUEENS,BAYSIDE                  ,TWO FAMILY HOMES,47-25 213 STREET                         ,11361,2500,1920,1950,730000,-73.76605224609375,40.7564697265625
STATEN ISLAND,ELTINGVILLE              ,ONE FAMILY HOME,2 BERRY AVENUE WEST                      ,10312,2755,1440,1974,525000,-74.1781005859375,40.56010818481445
BROOKLYN,FLATBUSH-LEFFERTS GARDEN,ONE FAMILY HOME,90 MAPLE STREET,11225,5333,2434,1950,2200000,-73.95774841308594,40.66025161743164
QUEENS,JAMAICA ESTATES          ,ONE FAMILY HOME,83-33 CHARLECOTE RIDGE                   ,11432,6930,1632,1945,675000,-73.79025268554688,40.71842956542969
STATEN ISLAND,TOTTENVILLE,ONE FAMILY HOME,364 LORETTO STREET,10307,3750,2145,2004,784000,-74.23886108398438,40.50154113769531
QUEENS,FRESH MEADOWS            ,ONE FAMILY HOME,178-11 69 AVENUE                         ,11365,4000,1250,1945,608000,-73.77754974365234,40.75099182128906
QUEENS,MIDDLE VILLAGE           ,TWO FAMILY HOMES,61-14 69TH   LANE                        ,11379,2300,2846,1960,670000,-73.88874816894531,40.71997833251953
QUEENS,DOUGLASTON               ,ONE FAMILY HOME,52-41 240 STREET                         ,11362,6000,3271,1950,1235000,-73.71830749511719,40.76993942260742
BRONX,THROGS NECK              ,TWO FAMILY HOMES,146 PRENTISS AVENUE                      ,10465,2754,3120,2002,646000,-73.80754852294922,40.816158294677734
QUEENS,OZONE PARK               ,THREE FAMILY HOMES,86-06 102 AVENUE                         ,11416,2505,2400,2005,857000,-73.84033203125,40.68973922729492
QUEENS,BAYSIDE                  ,ONE FAMILY HOME,5847 207 STREET                          ,11364,2500,1120,1950,412500,-73.74858856201172,40.75227737426758
QUEENS,ST. ALBANS,ONE FAMILY HOME,114-70 204TH STREET,11412,1800,1683,1950,440000,-73.75057220458984,40.699031829833984
BROOKLYN,BERGEN BEACH             ,ONE FAMILY HOME,6612 AVENUE M                            ,11234,2225,2214,2002,478000,-73.91570281982422,40.62247085571289
QUEENS,SOUTH OZONE PARK         ,TWO FAMILY HOMES,15011 121 STREET                         ,11420,4000,2400,1955,599000,-73.80510711669922,40.674259185791016
BRONX,PELHAM PARKWAY NORTH     ,TWO FAMILY HOMES,2449 FISH AVENUE                         ,10469,1800,1813,1955,357500,-73.84748840332031,40.862430572509766
STATEN ISLAND,DONGAN HILLS-COLONY,ONE FAMILY HOME,19 HASBROUCK ROAD,10304,5712,1952,1970,789000,-74.09298706054688,40.59832000732422
QUEENS,BELLEROSE                ,ONE FAMILY HOME,241-12 83RD AVENUE                       ,11426,4000,1125,1950,539000,-73.7255630493164,40.73529052734375
QUEENS,BAYSIDE,ONE FAMILY HOME,50-39 213TH   STREET,11364,4000,1375,1950,935000,-73.76644897460938,40.752540588378906
BRONX,THROGS NECK,ONE FAMILY HOME,516 REYNOLDS AVENUE,10465,2616,1224,1960,445000,-73.8094711303711,40.82202911376953
QUEENS,FAR ROCKAWAY             ,THREE FAMILY HOMES,153 BEACH 26 STREET                      ,11691,2246,3519,2003,400000,-73.73887634277344,40.60588836669922
BROOKLYN,PARK SLOPE,15 CONDOS - 2-10 UNIT RESIDENTIAL,701 UNION STREET,11215,2375,1641,2013,2421500,-73.98155975341797,40.676979064941406
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,10 LEXINGTON LANE                        ,10308,2436,1240,1990,330000,-74.1560287475586,40.56005096435547
BRONX,COUNTRY CLUB             ,ONE FAMILY HOME,750 THROGS NECK EXPRESSW                 ,10465,2642,1944,1955,483500,-73.81925964355469,40.82914352416992
BROOKLYN,SUNSET PARK              ,THREE FAMILY HOMES,636 55TH   STREET                        ,11220,1945,4688,1945,999000,-74.01017761230469,40.64031982421875
STATEN ISLAND,ANNADALE                 ,TWO FAMILY HOMES,130 FABIAN STREET                        ,10312,5000,2591,2014,895041,-74.17414093017578,40.53913116455078
QUEENS,FLUSHING-SOUTH           ,TWO FAMILY HOMES,164-01 71ST AVENUE                       ,11365,2625,3168,1945,625000,-73.80486297607422,40.73064041137695
STATEN ISLAND,PRINCES BAY              ,ONE FAMILY HOME,156 ADMIRALTY LOOP                       ,10309,1715,2058,1986,360000,-74.20384979248047,40.515499114990234
STATEN ISLAND,ARDEN HEIGHTS,ONE FAMILY HOME,131 KENILWORTH AVENUE,10312,1135,1540,1995,492000,-74.1826400756836,40.562808990478516
BRONX,THROGS NECK,ONE FAMILY HOME,277 LONGSTREET AVENUE,10465,3245,1944,1960,500000,-73.80754089355469,40.821319580078125
STATEN ISLAND,HUGUENOT                 ,ONE FAMILY HOME,209 BENNETT AVENUE                       ,10312,10579,6330,1999,1125000,-74.18470764160156,40.53654098510742
QUEENS,SPRINGFIELD GARDENS      ,TWO FAMILY HOMES,129-03 160 STREET                        ,11434,4700,1900,1950,490000,-73.77937316894531,40.676239013671875
QUEENS,QUEENS VILLAGE           ,TWO FAMILY HOMES,88-09 216TH   STREET                     ,11427,2200,2227,1955,630000,-73.74787902832031,40.72740936279297
QUEENS,ROSEDALE,TWO FAMILY HOMES,253-52 149TH ROAD,11422,4100,2084,1965,335000,-73.73493957519531,40.65203094482422
QUEENS,FLUSHING-SOUTH           ,ONE FAMILY HOME,140-11 69TH AVENUE                       ,11367,1800,1296,1950,418000,-73.82582092285156,40.7310791015625
QUEENS,BAYSIDE                  ,ONE FAMILY HOME,53-42 207TH STREET                       ,11364,2700,1224,1950,492500,-73.77172088623047,40.749271392822266
